,crime_id,census_block_geoid,zipcode,region_id,region_name
38322,2960065,420032022001,15204,215587,Sheraden
38323,2960066,420031016001,15224,273806,Garfield
38324,2960067,420031115003,15206,38290,East Liberty
38325,2960070,420035630001,15205,271176,Fairywood
38326,2960071,420039812001,15212,271199,North Shore
38327,2960072,420032703001,15212,271156,Brighton Heights
38328,2960073,420032901002,15210,208967,Carrick
38329,2960074,420032715001,15212,343629,Marshall - Shadeland
38330,2960075,420030409001,15213,214069,Oakland
38331,2960076,420031807003,15211,213615,Mount Washington
38332,2960077,420035632002,15212,271169,East Allegheny
38333,2960078,420031917001,15226,208709,Brookline
38334,2960079,420032615002,15212,271207,Perry South
38335,2960080,420031803001,15210,272753,Allentown
38336,2960082,420031706001,15203,271218,Southside Slopes
38337,2960083,420035624001,15210,272998,Bon Air
38338,2960084,420031609002,15203,271217,Southside Flats
38339,2960085,420035631001,15220,343632,Westwood
38340,2960086,420030605002,15213,271209,Polish Hill
38341,2960087,420035624005,15210,208285,Beltzhoover
38342,2960088,420030509001,15219,271154,Bedford Dwellings
38343,2960089,420030201005,15219,271161,Central Business District
38344,2960090,420030409003,15213,214069,Oakland
38345,2960091,420032509002,15214,343626,Fine View
38346,2960092,420030305002,15219,273391,Crawford Roberts
38347,2960093,420030506002,15219,271226,Upper Hill
38348,2960094,420031303003,15208,271186,Homewood South
38349,2960095,420031301002,15208,271185,Homewood North
38350,2960096,420032615001,15214,271207,Perry South
38351,2960097,420032901001,15210,208967,Carrick
38352,2960098,420032620002,15212,343628,Spring Hill - City View
38353,2960099,420030203001,15222,216117,Strip District
38354,2960100,420032901001,15210,208967,Carrick
38355,2960102,420031403003,15217,271219,Squirrel Hill North
38356,2960103,420030201006,15222,271161,Central Business District
38357,2960104,420032503001,15212,271162,Central Northside
38358,2960105,420030201003,15222,271161,Central Business District
38359,2960106,420031803001,15210,272753,Allentown
38360,2960107,420031406001,15208,214645,Point Breeze
38361,2960108,420031609001,15203,271217,Southside Flats
38362,2960109,420030201003,15222,271161,Central Business District
38363,2960110,420032614004,15214,271207,Perry South
38364,2960112,420032107001,15233,212921,Manchester
38365,2960113,420031609002,15203,271217,Southside Flats
38366,2960118,420032602002,15214,271206,Perry North
38367,2960119,420030703002,15232,54374,Shadyside
38368,2960214,420030201005,15219,271161,Central Business District
38369,2960215,420031914002,15211,213615,Mount Washington
38370,2960222,420035623005,15207,211463,Hazelwood
38371,2960224,420031609002,15203,271217,Southside Flats
38372,2960225,420035624004,15210,208285,Beltzhoover
38373,2960226,420031113004,15206,38290,East Liberty
38374,2960227,420035626002,15220,210276,Elliott
38375,2960228,420030305002,15219,273391,Crawford Roberts
38376,2960229,420033206001,15210,208709,Brookline
38377,2960230,420035619002,15235,274318,Lincoln-Lemington-Belmar
38378,2960231,420032715001,15212,343629,Marshall - Shadeland
38379,2960232,420035627001,15233,272749,Allegheny West
38380,2960233,420031113002,15206,38290,East Liberty
38381,2960234,420032901001,15210,208967,Carrick
38382,2960235,420031016001,15224,273806,Garfield
38383,2960236,420031401001,15217,271219,Squirrel Hill North
38384,2960237,420035625002,15204,215587,Sheraden
38385,2960239,420035623006,15207,211463,Hazelwood
38386,2960241,420030809001,15224,208472,Bloomfield
38387,2960242,420031115002,15206,38290,East Liberty
38388,2960243,420030903001,15224,208472,Bloomfield
38389,2960244,420033207002,15227,214217,Overbrook
38390,2960246,420032814002,15220,343634,Crafton Heights
38391,2960261,420039822001,15213,274732,North Oakland
38392,2960262,420031115004,15206,38290,East Liberty
38393,2960268,420039812001,15212,271199,North Shore
38394,2960273,420035616003,15210,272790,Arlington
38395,2960277,420031017002,15224,273806,Garfield
38396,2960278,420030902002,15224,276248,Central Lawrenceville
38397,2960279,420030902002,15224,276248,Central Lawrenceville
38398,2960280,420030809001,15224,208472,Bloomfield
38399,2960308,420030506001,15213,271226,Upper Hill
38400,2960311,420031403003,15217,271219,Squirrel Hill North
38401,2960326,420031702003,15203,271217,Southside Flats
38402,2960369,420031803002,15210,272753,Allentown
38403,2960379,,,,
38404,2960381,420033001003,15210,212283,Knoxville
38405,2960382,420030807002,15232,271179,Friendship
38406,2960383,420032615001,15214,271207,Perry South
38407,2960384,420034810002,15210,212283,Knoxville
38408,2960386,420035629002,15227,343635,Hays
38409,2960387,420032814002,15205,343634,Crafton Heights
38410,2960388,420033204002,15210,214217,Overbrook
38411,2960389,420039807001,15203,271216,South Shore
38412,2960390,420031702003,15203,271217,Southside Flats
38413,2960392,420031919003,15226,208709,Brookline
38414,2960395,420032507001,15212,343625,California-Kirkbride
38415,2960404,420032602002,15214,271206,Perry North
38416,2960405,420031301001,15208,271185,Homewood North
38417,2960407,420031115002,15206,38290,East Liberty
38418,2960410,420031306001,15208,271186,Homewood South
38419,2960411,420030708001,15206,54374,Shadyside
38420,2960412,420031917003,15226,208709,Brookline
38421,2960414,420030409002,15213,214069,Oakland
38422,2960416,420035632002,15212,271169,East Allegheny
38423,2960419,420030201001,15222,271161,Central Business District
38424,2960421,420032602003,15214,271206,Perry North
38425,2960424,420032602001,15214,271206,Perry North
38426,2960429,420030201002,15222,271161,Central Business District
38427,2960432,420030201001,15222,271161,Central Business District
38428,2960434,420039800001,15238,,
38429,2960442,420032615002,15214,271207,Perry South
38430,2960443,420035630001,15205,271176,Fairywood
38431,2960448,420031017001,15224,273806,Garfield
38432,2960449,420030201003,15219,271161,Central Business District
38433,2960450,420030201001,15222,271161,Central Business District
38434,2960451,420039805001,15213,271220,Squirrel Hill South
38435,2960453,420035616002,15210,272790,Arlington
38436,2960454,,,,
38437,2960455,420031306001,15221,271172,East Hills
38438,2960456,420030809001,15224,208472,Bloomfield
38439,2960457,420031702001,15203,271217,Southside Flats
38440,2960458,420030201003,15222,271161,Central Business District
38441,2960459,420030806002,15224,208472,Bloomfield
38442,2960460,420031301001,15208,271185,Homewood North
38443,2960461,420031803001,15210,272753,Allentown
38444,2960481,420030402002,15213,271231,West Oakland
38445,2960483,420039807001,15219,271216,South Shore
38446,2960486,420031016001,15224,273806,Garfield
38447,2960491,420032609001,15214,271200,Northview Heights
38448,2960492,420034294003,15229,,
38449,2960493,420031914001,15211,213615,Mount Washington
38450,2960494,420030903001,15224,208472,Bloomfield
38451,2960495,420031918006,15226,208709,Brookline
38452,2960498,420031306003,15221,271172,East Hills
38453,2960499,420031306002,15221,271172,East Hills
38454,2960500,420032609001,15214,271200,Northview Heights
38455,2960502,420032703001,15212,271156,Brighton Heights
38456,2960504,,,,
38457,2960505,420033001005,15210,212283,Knoxville
38458,2960506,,,,
38459,2960507,420030509001,15219,271154,Bedford Dwellings
38460,2960508,420033206001,15226,208709,Brookline
38461,2960511,420032503001,15212,271162,Central Northside
38462,2960512,420031414002,15217,271220,Squirrel Hill South
38463,2960543,,,,
38464,2960544,420031916004,15216,208228,Beechview
38465,2960545,420030506001,15219,271226,Upper Hill
38466,2960546,420030509001,15219,271154,Bedford Dwellings
