,GEO.tract,norm_count
0,420030103001.0,0.009705746418117393
1,420030103002.0,0.022954860576182408
2,420030103003.0,0.02588199044831305
3,420030103004.0,0.025111693113541826
4,420030201001.0,0.14482431149097816
5,420030201002.0,0.07003798670465337
6,420030201003.0,0.19539411206077872
7,420030201004.0,0.028252611585944918
8,420030201005.0,0.08808167141500475
9,420030201006.0,0.06718898385565052
10,420030203001.0,0.6151035322777101
11,420030305001.0,0.06806282722513089
12,420030305002.0,0.1273996509598604
13,420030402001.0,0.05655686761963953
14,420030402002.0,0.06401491609695463
15,420030404001.0,0.05260495700556399
16,420030404002.0,0.010116337885685382
17,420030405001.0,0.08485499462943072
18,420030405002.0,0.05182599355531686
19,420030406001.0,0.09081527347781218
20,420030409001.0,0.06617891586298637
21,420030409002.0,0.03192550714998337
22,420030409003.0,0.01962088460259395
23,420030501001.0,0.03689506468615237
24,420030501002.0,0.07379012937230474
25,420030501003.0,0.1116435074269286
26,420030506001.0,0.034424379232505645
27,420030506002.0,0.024830699774266364
28,420030506003.0,0.03893905191873589
29,420030509001.0,0.10168251645940014
30,420030510001.0,0.036523347202958856
31,420030510002.0,0.018955154877484975
32,420030511001.0,0.44385026737967914
33,420030603001.0,0.04421634425582313
34,420030603002.0,0.0738255033557047
35,420030605001.0,0.06235565819861432
36,420030605002.0,0.044649730561970746
37,420030703001.0,0.030138339920948616
38,420030703002.0,0.06768774703557312
39,420030703003.0,0.023715415019762844
40,420030705001.0,0.013603290098070231
41,420030705002.0,0.014868712432774439
42,420030705003.0,0.056311293894337235
43,420030706001.0,0.03387259858442872
44,420030706002.0,0.05055611729019211
45,420030708001.0,0.1242571582928147
46,420030708002.0,0.019989195029713667
47,420030709001.0,0.019808445798868087
48,420030709002.0,0.014584240313452328
49,420030709003.0,0.0056595559425337396
50,420030709004.0,0.00478885502829778
51,420030802001.0,0.06219512195121951
52,420030802002.0,0.036585365853658534
53,420030804001.0,0.08100748808713411
54,420030804002.0,0.055820285908781485
55,420030806001.0,0.04051477597712107
56,420030806002.0,0.0219256434699714
57,420030807001.0,0.031136481577581733
58,420030807002.0,0.08147379346133887
59,420030809001.0,0.07214765100671142
60,420030809002.0,0.11241610738255034
61,420030901001.0,0.05005382131324004
62,420030901002.0,0.052206673842841764
63,420030902001.0,0.05055575475080674
64,420030902002.0,0.017927572606669058
65,420030902003.0,0.030118321979204016
66,420030903001.0,0.0880952380952381
67,420030903002.0,0.04880952380952381
68,420031005001.0,0.02703962703962704
69,420031005002.0,0.039627039627039624
70,420031011001.0,0.038249211356466875
71,420031011002.0,0.02050473186119874
72,420031011003.0,0.024053627760252366
73,420031014001.0,0.030918460139436194
74,420031014002.0,0.012124886329190664
75,420031014003.0,0.01424674143679903
76,420031014004.0,0.008184298272203698
77,420031016001.0,0.09337068160597572
78,420031017001.0,0.03131672597864769
79,420031017002.0,0.0903914590747331
80,420031018001.0,0.012997243009058685
81,420031018002.0,0.03387160299330445
82,420031102001.0,0.010402219140083218
83,420031102002.0,0.012020342117429497
84,420031102003.0,0.011326860841423949
85,420031102004.0,0.019186315302820157
86,420031106001.0,0.026963657678780773
87,420031106002.0,0.016412661195779603
88,420031106003.0,0.01211410707307542
89,420031113001.0,0.022979985174203115
90,420031113002.0,0.03558191252779837
91,420031113003.0,0.0452186805040771
92,420031113004.0,0.03817642698295033
93,420031114001.0,0.07564841498559077
94,420031114002.0,0.07564841498559077
95,420031115001.0,0.05466666666666667
96,420031115002.0,0.050666666666666665
97,420031115003.0,0.08133333333333333
98,420031115004.0,0.049666666666666665
99,420031203001.0,0.1456953642384106
100,420031203002.0,0.060204695966285374
101,420031204001.0,0.12680115273775217
102,420031204002.0,0.056195965417867436
103,420031207001.0,0.07068366164542295
104,420031207002.0,0.1552723059096176
105,420031208001.0,0.10158311345646438
106,420031208002.0,0.3087071240105541
107,420031301001.0,0.10472396129766648
108,420031301002.0,0.02618099032441662
109,420031301003.0,0.06317586795674444
110,420031302001.0,0.06126482213438735
111,420031302002.0,0.05928853754940711
112,420031303001.0,0.10898796886058032
113,420031303002.0,0.08987968860580325
114,420031303003.0,0.11960368011323426
115,420031304001.0,0.17305893358278765
116,420031304002.0,0.1028999064546305
117,420031304003.0,0.04957904583723106
118,420031306001.0,0.05171184022824536
119,420031306002.0,0.039942938659058486
120,420031306003.0,0.12339514978601997
121,420031401001.0,0.009688839202534005
122,420031401002.0,0.00912986771008012
123,420031401003.0,0.0031675051239053475
124,420031401004.0,0.007825600894354388
125,420031402001.0,0.021362353889560662
126,420031402002.0,0.027005239822652155
127,420031403001.0,0.005511160099200882
128,420031403002.0,0.008266740148801324
129,420031403003.0,0.014053458252962248
130,420031403004.0,0.012675668228162029
131,420031404001.0,0.01740976645435244
132,420031404002.0,0.008492569002123142
133,420031404003.0,0.017834394904458598
134,420031405001.0,0.0890302066772655
135,420031405002.0,0.013248542660307366
136,420031405003.0,0.023317435082140965
137,420031406001.0,0.03433208489388265
138,420031406002.0,0.017790262172284643
139,420031406003.0,0.04431960049937578
140,420031408001.0,0.018275639647387657
141,420031408002.0,0.03354117394108794
142,420031408003.0,0.01784562459686089
143,420031410001.0,0.061378659112370164
144,420031411001.0,0.031037093111279335
145,420031413001.0,0.021485460270420448
146,420031413002.0,0.012409705501018707
147,420031413003.0,0.017040192628264495
148,420031414001.0,0.009314586994727592
149,420031414002.0,0.005096660808435852
150,420031414003.0,0.007205623901581722
151,420031414004.0,0.021968365553602813
152,420031414005.0,0.011423550087873463
153,420031516001.0,0.02220577350111029
