,GEO.tract,norm_count
0,4.2003E+11,0.007977309
1,4.2003E+11,0.023222833
2,4.2003E+11,0.046091119
3,4.2003E+11,0.026059209
4,4.2003E+11,0.099084292
5,4.2003E+11,0.057290444
6,4.2003E+11,0.166236206
7,4.2003E+11,0.023714487
8,4.2003E+11,0.081709321
9,4.2003E+11,0.051655318
10,4.2003E+11,0.648093842
11,4.2003E+11,0.053588517
12,4.2003E+11,0.129186603
13,4.2003E+11,0.057142857
14,4.2003E+11,0.060591133
15,4.2003E+11,0.045666356
16,4.2003E+11,0.009785648
17,4.2003E+11,0.060179641
18,4.2003E+11,0.058982036
19,4.2003E+11,0.076335878
20,4.2003E+11,0.066415094
21,4.2003E+11,0.033207547
22,4.2003E+11,0.021886792
23,4.20031E+11,0.034057546
24,4.20031E+11,0.08749266
25,4.20031E+11,0.132119789
26,4.20031E+11,0.033570702
27,4.20031E+11,0.026449644
28,4.20031E+11,0.048830112
29,4.20031E+11,0.130052724
30,4.20031E+11,0.051879301
31,4.20031E+11,0.03388036
32,4.20031E+11,0.174366617
33,4.20031E+11,0.064699205
34,4.20031E+11,0.069239501
35,4.20031E+11,0.055477528
36,4.20031E+11,0.037921348
37,4.20031E+11,0.0385
38,4.20031E+11,0.0725
39,4.20031E+11,0.021
40,4.20031E+11,0.016488846
41,4.20031E+11,0.019398642
42,4.20031E+11,0.040737148
43,4.20031E+11,0.037961518
44,4.20031E+11,0.04576183
45,4.20031E+11,0.129930394
46,4.20031E+11,0.026682135
47,4.20031E+11,0.024290672
48,4.20031E+11,0.019391713
49,4.20031E+11,0.006736069
50,4.20031E+11,0.005307206
51,4.20031E+11,0.061032864
52,4.20031E+11,0.040492958
53,4.20031E+11,0.068151147
54,4.20031E+11,0.051956815
55,4.20031E+11,0.041551247
56,4.20031E+11,0.026315789
57,4.20031E+11,0.039610841
58,4.20031E+11,0.10771369
59,4.20031E+11,0.048515982
60,4.20031E+11,0.073059361
61,4.20031E+11,0.043380282
62,4.20031E+11,0.051267606
63,4.20031E+11,0.055615357
64,4.20031E+11,0.028345892
65,4.20031E+11,0.023681378
66,4.20031E+11,0.080047087
67,4.20031E+11,0.07769276
68,4.20031E+11,0.021944923
69,4.20031E+11,0.024956971
70,4.20031E+11,0.042444822
71,4.20031E+11,0.021731749
72,4.20031E+11,0.028862479
73,4.20031E+11,0.022504328
74,4.20031E+11,0.011540681
75,4.20031E+11,0.013271783
76,4.20031E+11,0.005193306
77,4.20031E+11,0.132675439
78,4.20031E+11,0.029027576
79,4.20031E+11,0.066037736
80,4.20031E+11,0.007543103
81,4.20031E+11,0.029454023
82,4.20031E+11,0.006935843
83,4.20031E+11,0.010156056
84,4.20031E+11,0.010651474
85,4.20031E+11,0.023036909
86,4.20031E+11,0.013452915
87,4.20031E+11,0.011414594
88,4.20031E+11,0.008153282
89,4.20031E+11,0.032928263
90,4.20031E+11,0.032144257
91,4.20031E+11,0.044688358
92,4.20031E+11,0.037240298
93,4.20031E+11,0.069417158
94,4.20031E+11,0.053045187
95,4.20031E+11,0.051676407
96,4.20031E+11,0.04214088
97,4.20031E+11,0.073823439
98,4.20031E+11,0.044909259
99,4.20031E+11,0.148291425
100,4.20031E+11,0.076079948
101,4.20031E+11,0.088390501
102,4.20031E+11,0.051451187
103,4.20031E+11,0.089306698
104,4.20031E+11,0.149236193
105,4.20031E+11,0.117857143
106,4.20031E+11,0.232142857
107,4.20031E+11,0.097959184
108,4.20031E+11,0.039795918
109,4.20031E+11,0.070408163
110,4.20031E+11,0.074048913
111,4.20031E+11,0.097826087
112,4.20031E+11,0.158730159
113,4.20031E+11,0.104056437
114,4.20031E+11,0.116402116
115,4.20031E+11,0.129714811
116,4.20031E+11,0.156393744
117,4.20031E+11,0.086476541
118,4.20031E+11,0.041109299
119,4.20031E+11,0.023817292
120,4.20031E+11,0.089396411
121,4.20031E+11,0.004116638
122,4.20031E+11,0.006689537
123,4.20031E+11,0.002229846
124,4.20031E+11,0.006861063
125,4.20031E+11,0.016722408
126,4.20031E+11,0.023039762
127,4.20031E+11,0.009606987
128,4.20031E+11,0.004949054
129,4.20031E+11,0.023871907
130,4.20031E+11,0.011353712
131,4.20031E+11,0.028089888
132,4.20031E+11,0.00605013
133,4.20031E+11,0.022039758
134,4.20031E+11,0.081081081
135,4.20031E+11,0.019887812
136,4.20031E+11,0.018867925
137,4.20031E+11,0.023301608
138,4.20031E+11,0.0157532
139,4.20031E+11,0.032162783
140,4.20031E+11,0.018326865
141,4.20031E+11,0.029754204
142,4.20031E+11,0.014230272
143,4.20031E+11,0.083060109
144,4.20031E+11,0.037650602
145,4.20031E+11,0.021157915
146,4.20031E+11,0.009809579
147,4.20031E+11,0.014041162
148,4.20031E+11,0.010118044
149,4.20031E+11,0.00637062
150,4.20031E+11,0.007120105
151,4.20031E+11,0.018362376
152,4.20031E+11,0.014614952
153,4.20032E+11,0.01855431
154,4.20032E+11,0.013915733
155,4.20032E+11,0.016621569
156,4.20032E+11,0.018730489
157,4.20032E+11,0.010405827
158,4.20032E+11,0.003954214
159,4.20032E+11,0.003746098
160,4.20032E+11,0.008532778
161,4.20032E+11,0.005827263
162,4.20032E+11,0.01941378
163,4.20032E+11,0.020175105
164,4.20032E+11,0.016749144
165,4.20032E+11,0.037304911
166,4.20032E+11,0.057984214
167,4.20032E+11,0.132665452
168,4.20032E+11,0.097843666
169,4.20032E+11,0.0606469
170,4.20032E+11,0.151752022
171,4.20032E+11,0.104312668
172,4.20032E+11,0.028927681
173,4.20032E+11,0.036408978
174,4.20032E+11,0.047880299
175,4.20032E+11,0.06368461
176,4.20032E+11,0.124715694
177,4.20032E+11,0.045109932
178,4.20032E+11,0.032135307
179,4.20032E+11,0.030021142
180,4.20032E+11,0.037209302
181,4.20032E+11,0.050403226
182,4.20032E+11,0.045866935
183,4.20032E+11,0.029508197
184,4.20032E+11,0.039344262
185,4.20032E+11,0.082897685
186,4.20032E+11,0.052277819
187,4.20032E+11,0.05459636
188,4.20032E+11,0.056929538
189,4.20032E+11,0.019356291
190,4.20032E+11,0.014854828
191,4.20032E+11,0.018230925
192,4.20032E+11,0.017780779
193,4.20032E+11,0.027233851
194,4.20032E+11,0.034598214
195,4.20032E+11,0.007254464
196,4.20032E+11,0.018973214
197,4.20032E+11,0.021840874
198,4.20032E+11,0.010335413
199,4.20032E+11,0.008970359
200,4.20032E+11,0.018915757
201,4.20032E+11,0.007410296
202,4.20032E+11,0.008580343
203,4.20032E+11,0.011895476
204,4.20032E+11,0.017281644
205,4.20032E+11,0.029892574
206,4.20032E+11,0.027557216
207,4.20032E+11,0.009382997
208,4.20032E+11,0.020756326
209,4.20032E+11,0.023030992
210,4.20032E+11,0.015069662
211,4.20032E+11,0.011657663
212,4.20032E+11,0.084767642
213,4.20032E+11,0.043459552
214,4.20032E+11,0.014199656
215,4.20032E+11,0.015205512
216,4.20032E+11,0.018294132
217,4.20032E+11,0.020907579
218,4.20032E+11,0.014017581
219,4.20032E+11,0.169128884
220,4.20032E+11,0.064187468
221,4.20032E+11,0.196028187
222,4.20032E+11,0.123638693
223,4.20032E+11,0.058777429
224,4.20032E+11,0.099529781
225,4.20032E+11,0.09068323
226,4.20032E+11,0.100621118
227,4.20033E+11,0.136260409
228,4.20033E+11,0.2960761
229,4.20033E+11,0.086725664
230,4.20033E+11,0.072566372
231,4.20033E+11,0.027599803
232,4.20033E+11,0.034992607
233,4.20033E+11,0.032035485
234,4.20033E+11,0.066295547
235,4.20033E+11,0.031376518
236,4.20033E+11,0.192842942
237,4.20033E+11,0.042266187
238,4.20033E+11,0.052008239
239,4.20033E+11,0.06900103
240,4.20033E+11,0.049433574
241,4.20033E+11,0.039134912
242,4.20033E+11,0.0670194
243,4.20033E+11,0.087007643
244,4.20033E+11,0.058896723
245,4.20033E+11,0.066777271
246,4.20033E+11,0.039402737
247,4.20033E+11,0.043823326
248,4.20033E+11,0.038992409
249,4.20033E+11,0.063673843
250,4.20033E+11,0.027485112
251,4.20033E+11,0.07096307
252,4.20033E+11,0.021328671
253,4.20033E+11,0.041258741
254,4.20033E+11,0.013636364
255,4.20033E+11,0.053149002
256,4.20033E+11,0.066052227
257,4.20033E+11,0.038095238
258,4.20033E+11,0.022609515
259,4.20033E+11,0.109750353
260,4.20033E+11,0.037245257
261,4.20033E+11,0.033731553
262,4.20033E+11,0.088163663
263,4.20033E+11,0.072089625
264,4.20033E+11,0.101802241
265,4.20033E+11,0.020975211
266,4.20033E+11,0.014437483
267,4.20033E+11,0.01634432
268,4.20033E+11,0.022609643
269,4.20033E+11,0.025333697
270,4.20033E+11,0.03011583
271,4.20033E+11,0.066409266
272,4.20033E+11,0.014414414
273,4.20033E+11,0.015186615
274,4.20033E+11,0.024453024
275,4.20033E+11,0.009213628
276,4.20033E+11,0.0209985
277,4.20033E+11,0.044353975
278,4.20033E+11,0.029997857
279,4.20033E+11,0.023784015
280,4.20033E+11,0.021641311
281,4.20033E+11,0.007584597
282,4.20033E+11,0.00554259
283,4.20033E+11,0.007584597
284,4.20033E+11,0.012543757
285,4.20033E+11,0.011668611
286,4.20033E+11,0.028368794
287,4.20033E+11,0.022359657
288,4.20033E+11,0.019505233
289,4.20033E+11,0.022359657
290,4.20033E+11,0.02908644
291,4.20033E+11,0.030315444
292,4.20033E+11,0.053472649
293,4.20033E+11,0.057160418
294,4.20034E+11,0.00046729
295,4.20034E+11,0.000683527
296,4.20034E+11,0.005221283
297,4.20034E+11,0.000441306
298,4.20034E+11,0.000534902
299,4.20034E+11,0.000267451
300,4.20034E+11,0.000203376
301,4.20034E+11,0.000816327
302,4.20034E+11,0.000223264
303,4.20034E+11,0.000223264
304,4.20034E+11,0.001016777
305,4.20034E+11,0.000308166
306,4.20034E+11,0.000308166
307,4.20034E+11,0.000382409
308,4.20034E+11,0.000591716
309,4.20034E+11,0.0004
310,4.20034E+11,0.000829187
311,4.20035E+11,0.000139587
312,4.20035E+11,0.000163506
313,4.20035E+11,0.000281849
314,4.20035E+11,0.000402091
