,GEO.tract,norm_count
0,420030103001.0,0.00905624404194471
1,420030103002.0,0.020177947251350494
2,420030103003.0,0.02716873212583413
3,420030103004.0,0.028757546870034952
4,420030201001.0,0.1061576354679803
5,420030201002.0,0.06256157635467981
6,420030201003.0,0.17635467980295566
7,420030201004.0,0.02980295566502463
8,420030201005.0,0.08078817733990148
9,420030201006.0,0.053694581280788176
10,420030203001.0,0.6318607764390897
11,420030305001.0,0.05707865168539326
12,420030305002.0,0.10876404494382022
13,420030402001.0,0.07513104251601631
14,420030402002.0,0.06581246359930111
15,420030404001.0,0.047664442326024785
16,420030404002.0,0.011439466158245948
17,420030405001.0,0.07605400936897216
18,420030405002.0,0.060347203086249655
19,420030406001.0,0.08481532147742818
20,420030409001.0,0.07531667237247518
21,420030409002.0,0.03526189661074974
22,420030409003.0,0.023964395754878465
23,420030501001.0,0.036931818181818184
24,420030501002.0,0.07727272727272727
25,420030501003.0,0.09147727272727273
26,420030506001.0,0.03237791932059448
27,420030506002.0,0.025477707006369428
28,420030506003.0,0.06263269639065817
29,420030509001.0,0.08747220163083766
30,420030510001.0,0.04173027989821883
31,420030510002.0,0.024936386768447838
32,420030511001.0,0.21100917431192662
33,420030603001.0,0.04782270606531882
34,420030603002.0,0.07776049766718507
35,420030605001.0,0.054094665664913597
36,420030605002.0,0.049586776859504134
37,420030703001.0,0.0325
38,420030703002.0,0.0745
39,420030703003.0,0.027
40,420030705001.0,0.0206052801030264
41,420030705002.0,0.014810045074050225
42,420030705003.0,0.0540888602704443
43,420030706001.0,0.019830028328611898
44,420030706002.0,0.04154863078375826
45,420030708001.0,0.12108108108108108
46,420030708002.0,0.01945945945945946
47,420030709001.0,0.023172905525846704
48,420030709002.0,0.015151515151515152
49,420030709003.0,0.011363636363636364
50,420030709004.0,0.0053475935828877
51,420030802001.0,0.052046783625730994
52,420030802002.0,0.06725146198830409
53,420030804001.0,0.059961315280464215
54,420030804002.0,0.05867182462927144
55,420030806001.0,0.0340632603406326
56,420030806002.0,0.024817518248175182
57,420030807001.0,0.024456521739130436
58,420030807002.0,0.08532608695652173
59,420030809001.0,0.07583774250440917
60,420030809002.0,0.0823045267489712
61,420030901001.0,0.05964325529542921
62,420030901002.0,0.05741360089186176
63,420030902001.0,0.04461590070446159
64,420030902002.0,0.020462931902046292
65,420030902003.0,0.02616571620261657
66,420030903001.0,0.08232445520581114
67,420030903002.0,0.06537530266343826
68,420031005001.0,0.01773049645390071
69,420031005002.0,0.031471631205673756
70,420031011001.0,0.04030501089324619
71,420031011002.0,0.026870007262164125
72,420031011003.0,0.02178649237472767
73,420031014001.0,0.025444512568976087
74,420031014002.0,0.008890251379521767
75,420031014003.0,0.01624770079705702
76,420031014004.0,0.007664009809932557
77,420031016001.0,0.09292929292929293
78,420031017001.0,0.029889538661468484
79,420031017002.0,0.07407407407407407
80,420031018001.0,0.014770459081836327
81,420031018002.0,0.03153692614770459
82,420031102001.0,0.007981220657276996
83,420031102002.0,0.01244131455399061
84,420031102003.0,0.009389671361502348
85,420031102004.0,0.023474178403755867
86,420031106001.0,0.015061434799841459
87,420031106002.0,0.015061434799841459
88,420031106003.0,0.009512485136741973
89,420031113001.0,0.02165196471531676
90,420031113002.0,0.03809141940657578
91,420031113003.0,0.05012028869286287
92,420031113004.0,0.0408981555733761
93,420031114001.0,0.0779401530967293
94,420031114002.0,0.04871259568545581
95,420031115001.0,0.06013802168912258
96,420031115002.0,0.053236937232993754
97,420031115003.0,0.07328294446270128
98,420031115004.0,0.055865921787709494
99,420031203001.0,0.10756302521008404
100,420031203002.0,0.054901960784313725
101,420031204001.0,0.12125340599455041
102,420031204002.0,0.05858310626702997
103,420031207001.0,0.08235294117647059
104,420031207002.0,0.15411764705882353
105,420031208001.0,0.0926130099228225
106,420031208002.0,0.25689084895259096
107,420031301001.0,0.10420944558521561
108,420031301002.0,0.034394250513347026
109,420031301003.0,0.061088295687885014
110,420031302001.0,0.09416725228390724
111,420031302002.0,0.08784258608573436
112,420031303001.0,0.11669242658423493
113,420031303002.0,0.0919629057187017
114,420031303003.0,0.13369397217928902
115,420031304001.0,0.1629327902240326
116,420031304002.0,0.15274949083503056
117,420031304003.0,0.0560081466395112
118,420031306001.0,0.050017488632388946
119,420031306002.0,0.03707590066456803
120,420031306003.0,0.1168240643581672
121,420031401001.0,0.006973237843950245
122,420031401002.0,0.007538635506973238
123,420031401003.0,0.0013192612137203166
124,420031401004.0,0.00980022615906521
125,420031402001.0,0.017233950883239983
126,420031402002.0,0.03102111158983197
127,420031403001.0,0.009166891345376111
128,420031403002.0,0.008358047991372337
129,420031403003.0,0.0159072526287409
130,420031403004.0,0.0067403612833647885
131,420031404001.0,0.025376344086021504
132,420031404002.0,0.008602150537634409
133,420031404003.0,0.01935483870967742
134,420031405001.0,0.07332563510392609
135,420031405002.0,0.020785219399538105
136,420031405003.0,0.037528868360277134
137,420031406001.0,0.0311284046692607
138,420031406002.0,0.02204928664072633
139,420031406003.0,0.026588845654993514
140,420031408001.0,0.02026882867505867
141,420031408002.0,0.033070194154043095
142,420031408003.0,0.012801365478984425
143,420031410001.0,0.057115198451113264
144,420031411001.0,0.02379182156133829
145,420031413001.0,0.02457956015523933
146,420031413002.0,0.010718905932360008
147,420031413003.0,0.013491036776935871
148,420031414001.0,0.007407407407407408
149,420031414002.0,0.0047138047138047135
150,420031414003.0,0.007070707070707071
151,420031414004.0,0.016666666666666666
152,420031414005.0,0.011616161616161616
153,420031516001.0,0.028996566196108357
154,420031516002.0,0.019839755818389926
155,420031516003.0,0.01755055322396032
156,420031517001.0,0.023278753205760505
157,420031517002.0,0.0072992700729927005
158,420031517003.0,0.01144209903333991
159,420031517004.0,0.0025646084040244622
160,420031517005.0,0.011047543894259222
161,420031517006.0,0.011047543894259222
162,420031608001.0,0.016767748840528007
163,420031608002.0,0.02425972172672137
164,420031608003.0,0.023189439885836605
165,420031608004.0,0.036389582590082056
166,420031609001.0,0.06155703077851539
167,420031609002.0,0.124019312009656
168,420031702001.0,0.13398253861652115
